"Taxa","blue","Env","pop1","pop2","pop3","pop4","pop5","pop6","snpPresence","snpAbsence","envE1Presence","envE2Presence","BackgroundPresence","BackgroundAbsence","Phenotype"
1,58.66812265,"Env1",0.528,0.048,0.008,0.394,0.003,0.015,1,1,1,0,1,0,54.2305992762866
5,59.98940552,"Env1",0.018,0.429,0.068,0.055,0.382,0.042,1,1,1,0,0,1,58.6093851612833
6,57.91461163,"Env1",0.073,0.89,0.024,0.004,0.002,0.004,2,0,1,0,0,1,63.2481158188911
7,63.58945971,"Env1",0.013,0.005,0.007,0.172,0.782,0.017,1,1,1,0,0,1,64.4856264123055
8,59.55040864,"Env1",0.005,0.004,0.013,0.192,0.77,0.012,2,0,1,0,0,1,68.7021248088925
10,54.64185504,"Env1",0.014,0.006,0.003,0.006,0.007,0.452,2,0,1,0,0,1,64.4870288249223
11,62.22139134,"Env1",0.003,0.005,0.272,0.004,0.008,0.004,1,1,1,0,0,1,68.373918319677
12,48.16059552,"Env1",0.965,0.006,0.002,0.002,0.003,0.02,2,0,1,0,1,0,58.6154163660256
14,56.11236766,"Env1",0.949,0.003,0.037,0.005,0.002,0.002,1,1,1,0,1,0,53.4950734955871
18,64.09388159,"Env1",0.003,0.565,0.01,0.023,0.005,0.208,1,1,1,0,0,1,62.0123089536848
19,45.70601293,"Env1",0.686,0.007,0.007,0.005,0.005,0.045,1,1,1,0,1,0,42.1976803790416
20,58.73398034,"Env1",0.002,0.002,0.003,0.002,0.981,0.007,2,0,1,0,0,1,68.9790509021615
22,52.6045866,"Env1",0.694,0.046,0.01,0.011,0.158,0.007,1,1,1,0,0,1,52.2067230232206
25,50.10543997,"Env1",0.898,0.006,0.003,0.003,0.003,0.004,1,1,1,0,1,0,48.9239483614978
26,68.5653625,"Env1",0.038,0.005,0.019,0.008,0.918,0.005,2,0,1,0,0,1,73.3666087297122
28,58.62091806,"Env1",0.906,0.035,0.003,0.003,0.003,0.047,1,1,1,0,0,1,60.4225645831775
29,64.32923089,"Env1",0.008,0.013,0.01,0.002,0.904,0.009,1,1,1,0,0,1,61.691016380109
30,59.45640936,"Env1",0.015,0.024,0.009,0.005,0.057,0.879,1,1,1,0,0,1,56.796377335756
31,60.63494715,"Env1",0.003,0.002,0.005,0.032,0.947,0.006,2,0,1,0,0,1,66.8660334620235
32,50.89892271,"Env1",0.442,0.006,0.463,0.077,0.004,0.006,2,0,1,0,0,1,57.5214865479923
35,47.64454275,"Env1",0.363,0.151,0.008,0.003,0.024,0.059,2,0,1,0,1,0,49.5271077123194
37,48.68485143,"Env1",0.982,0.002,0.002,0.002,0.005,0.003,2,0,1,0,1,0,48.4661896183542
38,53.20608033,"Env1",0.585,0.11,0.25,0.004,0.035,0.008,2,0,1,0,0,1,51.5284399272793
41,46.09061113,"Env1",0.03,0.927,0.024,0.002,0.005,0.007,2,0,1,0,0,1,52.4320398490682
43,48.0050489,"Env1",0.567,0.003,0.154,0.004,0.057,0.212,2,0,1,0,0,1,53.4754754831146
44,60.77988184,"Env1",0.12,0.006,0.008,0.008,0.002,0.004,2,0,1,0,0,1,65.6449177293374
45,46.27793766,"Env1",0.068,0.104,0.199,0.005,0.003,0.007,1,1,1,0,0,1,44.9626970934504
46,48.25465194,"Env1",0.043,0.05,0.487,0.024,0.329,0.043,2,0,1,0,0,1,54.8767016008497
47,67.71688211,"Env1",0.002,0.004,0.003,0.003,0.026,0.008,2,0,1,0,0,1,73.6384974922876
