"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","SNPPresence","Env1Presence","SNPAbsence","Phenotype"
1,"3316",75.6091,0.014,0.972,0.014,"Env1","0",1,1,75.7156804086056
2,"3811",78.7223,0.003,0.993,0.004,"Env1","0",1,1,88.057927254685
3,"4226",66.6023,0.071,0.917,0.012,"Env1","0",1,1,62.8002208774451
4,"4722",78.9496,0.035,0.854,0.111,"Env1","0",1,1,76.7206949234201
5,"A188",61.1269,0.013,0.982,0.006,"Env1","0",1,1,54.4704701044112
6,"A214N",81.1063,0.762,0.017,0.221,"Env1","0",1,1,92.5144824245089
7,"A239",68.611,0.035,0.963,0.002,"Env1","0",1,1,89.0629678074007
8,"A272",70.4043,0.019,0.122,0.859,"Env1","0",1,1,67.6495778572593
9,"A4415",77.7701,0.005,0.531,0.464,"Env1","0",1,1,66.3082204446692
10,"A554",62.5807,0.019,0.979,0.002,"Env1","0",1,1,94.488403057367
11,"A556",64.1548,0.004,0.994,0.002,"Env1","0",1,1,51.7113257804161
12,"A6",82.0828,0.003,0.03,0.967,"Env1","0",1,1,84.2721257448475
13,"A619",69.4189,0.009,0.99,0.001,"Env1","0",1,1,60.3572434803695
14,"A632",69.4034,0.993,0.004,0.004,"Env1","0",1,1,46.5574476091268
15,"A634",66.9987,0.897,0.1,0.004,"Env1","0",1,1,55.0981065719409
16,"A635",74.847,0.825,0.171,0.004,"Env1","0",1,1,67.9246506685954
17,"A641",64.1534,0.517,0.481,0.002,"Env1","0",1,1,63.1955414945932
18,"A654",61.7508,0.083,0.915,0.002,"Env1","0",1,1,59.1244845189871
19,"A659",70.5385,0.006,0.991,0.002,"Env1","0",1,1,74.4905354104215
20,"A661",65.2638,0.111,0.852,0.037,"Env1","0",1,1,72.4532149516696
21,"A679",68.2021,0.862,0.127,0.011,"Env1","0",1,1,53.9914761670288
22,"A680",72.822,0.993,0.004,0.002,"Env1","0",1,1,80.1860158377173
23,"A682",68.8663,0.002,0.997,0.001,"Env1","0",1,1,94.0303860107563
24,"AB28A",82.8519,0.002,0.776,0.222,"Env1","0",1,1,76.428636894004
25,"B10",80.3665,0.429,0.57,0.002,"Env1","0",1,1,93.1791752775189
26,"B103",68.0784,0.163,0.829,0.009,"Env1","1",1,0,57.3481546539279
27,"B104",73.0927,0.694,0.305,0.002,"Env1","0",1,1,95.1564859088985
28,"B105",74.4904,0.397,0.566,0.037,"Env1","0",1,1,58.9240925240935
29,"B109",69.1111,0.995,0.003,0.002,"Env1","0",1,1,81.8388347424675
30,"B115",75.0215,0.061,0.847,0.092,"Env1","0",1,1,79.6566186018528
31,"B14A",74.1976,0.998,0.001,0.001,"Env1","1",1,0,64.4137310117187
32,"B164",71.7268,0.233,0.756,0.011,"Env1","0",1,1,78.979392596197
33,"B2",70.1453,0.007,0.988,0.005,"Env1","0",1,1,75.9774783384304
34,"B37",74.1355,0.997,0.002,0.001,"Env1","0",1,1,74.5772347281094
35,"B46",73.7353,0.214,0.784,0.002,"Env1","0",1,1,57.0730582937468
36,"B52",75.3501,0.012,0.985,0.003,"Env1","0",1,1,75.4073953391223
37,"B57",71.5856,0.002,0.996,0.002,"Env1","0",1,1,78.0834887954744
38,"B64",63.7854,0.988,0.002,0.01,"Env1","0",1,1,52.8759029684841
39,"B68",76.5085,0.998,0.001,0.001,"Env1","0",1,1,77.8685050461237
40,"B73",72.0762,0.999,0.001,0.001,"Env1","0",1,1,92.1799533296603
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env1","0",1,1,51.2037801721132
42,"B75",71.7824,0.005,0.993,0.002,"Env1","0",1,1,80.9217964799832
43,"B76",72.3682,0.912,0.087,0.001,"Env1","0",1,1,78.3968199576304
44,"B77",72.9512,0.083,0.915,0.002,"Env1","0",1,1,98.1657570393012
45,"B79",74.597,0.305,0.693,0.002,"Env1","0",1,1,87.4135520674362
46,"B84",75.2271,0.996,0.003,0.001,"Env1","0",1,1,73.9094690952611
47,"B97",74.188,0.016,0.981,0.003,"Env1","0",1,1,96.447261095846
48,"C103",73.7944,0.002,0.997,0.001,"Env1","0",1,1,73.5639089483082
49,"C123",70.3352,0.047,0.952,0.002,"Env1","0",1,1,73.0804804584278
50,"C49A",61.4123,0.127,0.869,0.004,"Env1","0",1,1,76.7096645588799
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1","0",1,1,60.8456287775105
52,"CH9",71.0825,0.003,0.992,0.006,"Env1","0",1,1,55.83398416863
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1","0",1,1,92.6701190790376
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1","0",1,1,73.4732421505951
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1","0",1,1,92.6922747797936
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1","0",1,1,87.5206695279754
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1","1",1,0,93.8749635412576
58,"CI64",76.727,0.012,0.986,0.002,"Env1","0",1,1,92.6075584967253
59,"CI66",82.7365,0.011,0.935,0.054,"Env1","0",1,1,78.3460380330741
60,"CI7",75.9223,0.004,0.994,0.001,"Env1","0",1,1,62.7376628269985
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1","0",1,1,48.9915769656512
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1","0",1,1,42.8587144181658
63,"CM105",63.3495,0.995,0.004,0.001,"Env1","0",1,1,95.5008658139141
64,"CM174",62.7155,0.997,0.002,0.001,"Env1","0",1,1,59.2395470923991
65,"CM37",56.9015,0.013,0.969,0.017,"Env1","0",1,1,60.1548583340562
66,"CM7",59.8961,0.059,0.939,0.002,"Env1","0",1,1,61.6142497592271
67,"CML10",94.6511,0.002,0.002,0.995,"Env1","0",1,1,122.878361094063
68,"CML103",76.315,0.003,0.005,0.992,"Env1","0",1,1,86.9451039658489
69,"CML108",81.1927,0.002,0.099,0.899,"Env1","0",1,1,85.7678179830501
70,"CML11",88.4198,0.003,0.002,0.995,"Env1","0",1,1,79.8577461485983
71,"CML14",96.565,0.001,0.001,0.998,"Env1","0",1,1,100.934354215738
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1","0",1,1,86.1666540680674
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1","0",1,1,72.0394140868456
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1","0",1,1,74.2136988569771
75,"CML218",80.3192,0.01,0.301,0.689,"Env1","0",1,1,92.9476003313129
76,"CML220",75.4254,0.059,0.053,0.887,"Env1","0",1,1,87.7221465359133
77,"CML228",88.68,0.003,0.002,0.995,"Env1","0",1,1,73.6533720811751
78,"CML238",85.8408,0.001,0.004,0.995,"Env1","0",1,1,95.7838314441586
79,"CML247",90.0765,0.003,0.006,0.991,"Env1","0",1,1,62.6883067894356
80,"CML254",105.276,0.001,0.006,0.993,"Env1","0",1,1,85.0327452894353
81,"CML258",97.208,0.001,0.002,0.996,"Env1","0",1,1,99.8734846736365
